ts_ns,event,side,price,qty
1714000029200000000,level,B,100.08,240
1714000029200000000,level,S,100.18,310
1714000029250000000,trade,B,100.14,80
1714000029300000000,trade,B,100.14,50
1714000029350000000,trade,B,100.14,40
1714000029400000000,trade,S,100.12,30
1714000029450000000,trade,S,100.10,40
1714000029500000000,trade,S,100.11,20
1714000029550000000,trade,B,100.15,20
1714000029600000000,trade,S,100.12,80
1714000029650000000,trade,B,100.15,60
1714000029700000000,trade,B,100.15,40
1714000029750000000,trade,S,100.12,10
1714000029800000000,trade,B,100.14,40
1714000029850000000,trade,S,100.12,30
1714000029900000000,clear,,,
1714000029900000000,level,B,100.13,390
1714000029900000000,level,S,100.15,250
1714000029900000000,level,B,100.12,50
1714000029900000000,level,S,100.16,160
1714000029900000000,level,B,100.11,150
1714000029900000000,level,S,100.17,10
1714000029900000000,level,B,100.10,260
1714000029900000000,level,S,100.18,370
1714000029900000000,level,B,100.09,150
1714000029900000000,level,S,100.19,30
1714000029950000000,clear,,,
1714000029950000000,level,B,100.12,10
1714000029950000000,level,S,100.14,30
1714000029950000000,level,B,100.11,300
1714000029950000000,level,S,100.15,40
1714000029950000000,level,B,100.10,260
1714000029950000000,level,S,100.16,160
1714000029950000000,level,B,100.09,150
1714000029950000000,level,S,100.17,30
1714000029950000000,level,B,100.08,360
1714000029950000000,level,S,100.18,370
1714000030000000000,trade,S,100.11,80
1714000030050000000,trade,B,100.14,20
1714000030100000000,clear,,,
1714000030100000000,level,B,100.11,400
1714000030100000000,level,S,100.13,330
1714000030100000000,level,B,100.10,210
1714000030100000000,level,S,100.14,70
1714000030100000000,level,B,100.09,330
1714000030100000000,level,S,100.15,250
1714000030100000000,level,B,100.08,10
1714000030100000000,level,S,100.16,50
1714000030100000000,level,B,100.07,20
1714000030100000000,level,S,100.17,360
1714000030150000000,trade,B,100.13,100
1714000030200000000,trade,B,100.13,100
1714000030250000000,clear,,,
1714000030250000000,level,B,100.12,10
1714000030250000000,level,S,100.14,360
1714000030250000000,level,B,100.11,140
1714000030250000000,level,S,100.15,20
1714000030250000000,level,B,100.10,120
1714000030250000000,level,S,100.16,330
1714000030250000000,level,B,100.09,300
1714000030250000000,level,S,100.17,140
1714000030250000000,level,B,100.08,80
1714000030250000000,level,S,100.18,140
1714000030300000000,trade,B,100.14,90
1714000030350000000,trade,B,100.15,20
1714000030400000000,clear,,,
1714000030400000000,level,B,100.13,200
1714000030400000000,level,S,100.15,200
1714000030400000000,level,B,100.12,190
1714000030400000000,level,S,100.16,100
1714000030400000000,level,B,100.11,320
1714000030400000000,level,S,100.17,390
1714000030400000000,level,B,100.10,370
1714000030400000000,level,S,100.18,220
1714000030400000000,level,B,100.09,130
1714000030400000000,level,S,100.19,10
1714000030450000000,clear,,,
1714000030450000000,level,B,100.12,80
1714000030450000000,level,S,100.14,390
1714000030450000000,level,B,100.11,140
1714000030450000000,level,S,100.15,340
1714000030450000000,level,B,100.10,250
1714000030450000000,level,S,100.16,300
1714000030450000000,level,B,100.09,270
1714000030450000000,level,S,100.17,400
1714000030450000000,level,B,100.08,370
1714000030450000000,level,S,100.18,140
1714000030500000000,trade,B,100.14,10
1714000030550000000,trade,B,100.14,10
1714000030600000000,clear,,,
1714000030600000000,level,B,100.13,290
1714000030600000000,level,S,100.15,170
1714000030600000000,level,B,100.12,90
1714000030600000000,level,S,100.16,170
1714000030600000000,level,B,100.11,200
1714000030600000000,level,S,100.17,230
1714000030600000000,level,B,100.10,20
1714000030600000000,level,S,100.18,210
1714000030600000000,level,B,100.09,250
1714000030600000000,level,S,100.19,70
1714000030650000000,clear,,,
1714000030650000000,level,B,100.12,310
1714000030650000000,level,S,100.14,400
1714000030650000000,level,B,100.11,210
1714000030650000000,level,S,100.15,180
1714000030650000000,level,B,100.10,160
1714000030650000000,level,S,100.16,10
1714000030650000000,level,B,100.09,270
1714000030650000000,level,S,100.17,350
1714000030650000000,level,B,100.08,20
1714000030650000000,level,S,100.18,220
1714000030700000000,clear,,,
1714000030700000000,level,B,100.13,220
1714000030700000000,level,S,100.15,10
1714000030700000000,level,B,100.12,160
1714000030700000000,level,S,100.16,220
1714000030700000000,level,B,100.11,60
1714000030700000000,level,S,100.17,350
1714000030700000000,level,B,100.10,110
1714000030700000000,level,S,100.18,70
1714000030700000000,level,B,100.09,30
1714000030700000000,level,S,100.19,210
1714000030750000000,trade,S,100.13,80
1714000030800000000,clear,,,
1714000030800000000,level,B,100.12,350
1714000030800000000,level,S,100.14,160
1714000030800000000,level,B,100.11,270
1714000030800000000,level,S,100.15,340
1714000030800000000,level,B,100.10,60
1714000030800000000,level,S,100.16,140
1714000030800000000,level,B,100.09,140
1714000030800000000,level,S,100.17,190
1714000030800000000,level,B,100.08,10
1714000030800000000,level,S,100.18,170
1714000030850000000,trade,B,100.14,80
1714000030900000000,trade,B,100.14,70
1714000030950000000,clear,,,
1714000030950000000,level,B,100.13,20
1714000030950000000,level,S,100.15,60
1714000030950000000,level,B,100.12,140
1714000030950000000,level,S,100.16,170
1714000030950000000,level,B,100.11,400
1714000030950000000,level,S,100.17,380
1714000030950000000,level,B,100.10,100
1714000030950000000,level,S,100.18,50
1714000030950000000,level,B,100.09,390
1714000030950000000,level,S,100.19,50
1714000031000000000,trade,S,100.12,90
1714000031050000000,clear,,,
1714000031050000000,level,B,100.14,50
1714000031050000000,level,S,100.16,100
1714000031050000000,level,B,100.13,360
1714000031050000000,level,S,100.17,80
1714000031050000000,level,B,100.12,320
1714000031050000000,level,S,100.18,330
1714000031050000000,level,B,100.11,180
1714000031050000000,level,S,100.19,290
1714000031050000000,level,B,100.10,120
1714000031050000000,level,S,100.20,70
1714000031100000000,clear,,,
1714000031100000000,level,B,100.15,270
1714000031100000000,level,S,100.17,120
1714000031100000000,level,B,100.14,290
1714000031100000000,level,S,100.18,70
1714000031100000000,level,B,100.13,300
1714000031100000000,level,S,100.19,220
1714000031100000000,level,B,100.12,210
1714000031100000000,level,S,100.20,140
1714000031100000000,level,B,100.11,20
1714000031100000000,level,S,100.21,250
1714000031150000000,trade,B,100.18,60
1714000031200000000,trade,S,100.15,20
1714000031250000000,trade,B,100.17,50
1714000031300000000,trade,B,100.18,10
1714000031350000000,trade,B,100.17,20
1714000031400000000,clear,,,
1714000031400000000,level,B,100.16,90
1714000031400000000,level,S,100.18,230
1714000031400000000,level,B,100.15,240
1714000031400000000,level,S,100.19,350
1714000031400000000,level,B,100.14,120
1714000031400000000,level,S,100.20,90
1714000031400000000,level,B,100.13,240
1714000031400000000,level,S,100.21,170
1714000031400000000,level,B,100.12,240
1714000031400000000,level,S,100.22,240
1714000031450000000,clear,,,
1714000031450000000,level,B,100.15,160
1714000031450000000,level,S,100.17,110
1714000031450000000,level,B,100.14,190
1714000031450000000,level,S,100.18,250
1714000031450000000,level,B,100.13,20
1714000031450000000,level,S,100.19,150
1714000031450000000,level,B,100.12,130
1714000031450000000,level,S,100.20,150
1714000031450000000,level,B,100.11,250
1714000031450000000,level,S,100.21,240
1714000031500000000,clear,,,
1714000031500000000,level,B,100.16,170
1714000031500000000,level,S,100.18,10
1714000031500000000,level,B,100.15,40
1714000031500000000,level,S,100.19,70
1714000031500000000,level,B,100.14,250
1714000031500000000,level,S,100.20,240
1714000031500000000,level,B,100.13,160
1714000031500000000,level,S,100.21,190
1714000031500000000,level,B,100.12,20
1714000031500000000,level,S,100.22,310
1714000031550000000,trade,B,100.19,80
1714000031600000000,clear,,,
1714000031600000000,level,B,100.15,320
1714000031600000000,level,S,100.17,310
1714000031600000000,level,B,100.14,120
1714000031600000000,level,S,100.18,150
1714000031600000000,level,B,100.13,280
1714000031600000000,level,S,100.19,290
1714000031600000000,level,B,100.12,40
1714000031600000000,level,S,100.20,80
1714000031600000000,level,B,100.11,130
1714000031600000000,level,S,100.21,50
1714000031650000000,clear,,,
1714000031650000000,level,B,100.16,310
1714000031650000000,level,S,100.18,160
1714000031650000000,level,B,100.15,220
1714000031650000000,level,S,100.19,360
1714000031650000000,level,B,100.14,40
1714000031650000000,level,S,100.20,50
1714000031650000000,level,B,100.13,330
1714000031650000000,level,S,100.21,150
1714000031650000000,level,B,100.12,310
1714000031650000000,level,S,100.22,140
1714000031700000000,trade,S,100.15,90
1714000031750000000,clear,,,
1714000031750000000,level,B,100.15,330
1714000031750000000,level,S,100.17,210
1714000031750000000,level,B,100.14,140
1714000031750000000,level,S,100.18,70
1714000031750000000,level,B,100.13,60
1714000031750000000,level,S,100.19,310
1714000031750000000,level,B,100.12,170
1714000031750000000,level,S,100.20,300
1714000031750000000,level,B,100.11,300
1714000031750000000,level,S,100.21,90
1714000031800000000,clear,,,
1714000031800000000,level,B,100.16,210
1714000031800000000,level,S,100.18,70
1714000031800000000,level,B,100.15,140
1714000031800000000,level,S,100.19,180
1714000031800000000,level,B,100.14,240
1714000031800000000,level,S,100.20,50
1714000031800000000,level,B,100.13,80
1714000031800000000,level,S,100.21,310
1714000031800000000,level,B,100.12,310
1714000031800000000,level,S,100.22,170
1714000031850000000,clear,,,
1714000031850000000,level,B,100.15,330
1714000031850000000,level,S,100.17,20
1714000031850000000,level,B,100.14,310
1714000031850000000,level,S,100.18,30
1714000031850000000,level,B,100.13,350
1714000031850000000,level,S,100.19,150
1714000031850000000,level,B,100.12,320
1714000031850000000,level,S,100.20,390
1714000031850000000,level,B,100.11,90
1714000031850000000,level,S,100.21,240
1714000031900000000,clear,,,
1714000031900000000,level,B,100.16,30
1714000031900000000,level,S,100.18,240
1714000031900000000,level,B,100.15,120
1714000031900000000,level,S,100.19,150
1714000031900000000,level,B,100.14,20
1714000031900000000,level,S,100.20,390
1714000031900000000,level,B,100.13,300
1714000031900000000,level,S,100.21,60
1714000031900000000,level,B,100.12,290
1714000031900000000,level,S,100.22,140
1714000031950000000,trade,S,100.16,40
1714000032000000000,trade,S,100.16,70
1714000032050000000,clear,,,
1714000032050000000,level,B,100.15,10
1714000032050000000,level,S,100.17,240
1714000032050000000,level,B,100.14,310
1714000032050000000,level,S,100.18,150
1714000032050000000,level,B,100.13,50
1714000032050000000,level,S,100.19,310
1714000032050000000,level,B,100.12,240
1714000032050000000,level,S,100.20,330
1714000032050000000,level,B,100.11,320
1714000032050000000,level,S,100.21,140
1714000032100000000,trade,B,100.18,50
1714000032150000000,trade,S,100.15,60
1714000032200000000,clear,,,
1714000032200000000,level,B,100.14,220
1714000032200000000,level,S,100.16,270
1714000032200000000,level,B,100.13,20
1714000032200000000,level,S,100.17,370
1714000032200000000,level,B,100.12,240
1714000032200000000,level,S,100.18,110
1714000032200000000,level,B,100.11,160
1714000032200000000,level,S,100.19,10
1714000032200000000,level,B,100.10,100
1714000032200000000,level,S,100.20,390
1714000032250000000,trade,S,100.14,70
1714000032300000000,clear,,,
1714000032300000000,level,B,100.13,360
1714000032300000000,level,S,100.15,80
1714000032300000000,level,B,100.12,180
1714000032300000000,level,S,100.16,270
1714000032300000000,level,B,100.11,100
1714000032300000000,level,S,100.17,90
1714000032300000000,level,B,100.10,340
1714000032300000000,level,S,100.18,90
1714000032300000000,level,B,100.09,380
1714000032300000000,level,S,100.19,210
1714000032350000000,trade,B,100.16,20
1714000032400000000,trade,S,100.13,100
1714000032450000000,trade,B,100.15,70
1714000032500000000,clear,,,
1714000032500000000,level,B,100.14,70
1714000032500000000,level,S,100.16,20
1714000032500000000,level,B,100.13,190
1714000032500000000,level,S,100.17,50
1714000032500000000,level,B,100.12,190
1714000032500000000,level,S,100.18,120
1714000032500000000,level,B,100.11,90
1714000032500000000,level,S,100.19,270
1714000032500000000,level,B,100.10,50
1714000032500000000,level,S,100.20,340
1714000032550000000,trade,S,100.14,90
1714000032600000000,trade,S,100.13,100
1714000032650000000,trade,S,100.14,40
1714000032700000000,trade,S,100.14,50
1714000032750000000,trade,S,100.14,20
1714000032800000000,trade,B,100.16,60
1714000032850000000,trade,B,100.16,30
1714000032900000000,trade,S,100.14,70
1714000032950000000,clear,,,
1714000032950000000,level,B,100.13,350
1714000032950000000,level,S,100.15,270
1714000032950000000,level,B,100.12,260
1714000032950000000,level,S,100.16,90
1714000032950000000,level,B,100.11,150
1714000032950000000,level,S,100.17,240
1714000032950000000,level,B,100.10,240
1714000032950000000,level,S,100.18,250
1714000032950000000,level,B,100.09,320
1714000032950000000,level,S,100.19,240
1714000033000000000,clear,,,
1714000033000000000,level,B,100.12,140
1714000033000000000,level,S,100.14,180
1714000033000000000,level,B,100.11,80
1714000033000000000,level,S,100.15,30
1714000033000000000,level,B,100.10,330
1714000033000000000,level,S,100.16,90
1714000033000000000,level,B,100.09,260
1714000033000000000,level,S,100.17,400
1714000033000000000,level,B,100.08,270
1714000033000000000,level,S,100.18,50
1714000033050000000,trade,S,100.12,60
1714000033100000000,trade,S,100.12,10
1714000033150000000,trade,B,100.14,50
1714000033200000000,trade,B,100.14,40
1714000033250000000,trade,S,100.12,20
1714000033300000000,trade,B,100.16,90
1714000033350000000,trade,S,100.11,30
1714000033400000000,clear,,,
1714000033400000000,level,B,100.11,10
1714000033400000000,level,S,100.13,120
1714000033400000000,level,B,100.10,150
1714000033400000000,level,S,100.14,120
1714000033400000000,level,B,100.09,170
1714000033400000000,level,S,100.15,160
1714000033400000000,level,B,100.08,20
1714000033400000000,level,S,100.16,20
1714000033400000000,level,B,100.07,80
1714000033400000000,level,S,100.17,60
1714000033450000000,trade,B,100.14,90
1714000033500000000,trade,S,100.11,50
1714000033550000000,trade,B,100.13,20
1714000033600000000,trade,S,100.10,60
1714000033650000000,trade,S,100.10,90
1714000033700000000,trade,B,100.13,50
1714000033750000000,trade,B,100.14,80
1714000033800000000,clear,,,
1714000033800000000,level,B,100.10,130
1714000033800000000,level,S,100.12,290
1714000033800000000,level,B,100.09,300
1714000033800000000,level,S,100.13,150
1714000033800000000,level,B,100.08,400
1714000033800000000,level,S,100.14,60
1714000033800000000,level,B,100.07,310
1714000033800000000,level,S,100.15,370
1714000033800000000,level,B,100.06,280
1714000033800000000,level,S,100.16,90
1714000033850000000,clear,,,
1714000033850000000,level,B,100.09,70
1714000033850000000,level,S,100.11,300
1714000033850000000,level,B,100.08,160
1714000033850000000,level,S,100.12,170
1714000033850000000,level,B,100.07,330
1714000033850000000,level,S,100.13,280
1714000033850000000,level,B,100.06,340
1714000033850000000,level,S,100.14,350
1714000033850000000,level,B,100.05,220
1714000033850000000,level,S,100.15,40
1714000033900000000,clear,,,
1714000033900000000,level,B,100.08,150
1714000033900000000,level,S,100.10,330
1714000033900000000,level,B,100.07,190
1714000033900000000,level,S,100.11,140
1714000033900000000,level,B,100.06,300
1714000033900000000,level,S,100.12,400
1714000033900000000,level,B,100.05,130
1714000033900000000,level,S,100.13,120
1714000033900000000,level,B,100.04,140
1714000033900000000,level,S,100.14,200
1714000033950000000,trade,S,100.06,80
1714000034000000000,trade,S,100.08,50
1714000034050000000,clear,,,
1714000034050000000,level,B,100.09,60
1714000034050000000,level,S,100.11,190
1714000034050000000,level,B,100.08,40
1714000034050000000,level,S,100.12,210
1714000034050000000,level,B,100.07,330
1714000034050000000,level,S,100.13,160
1714000034050000000,level,B,100.06,100
1714000034050000000,level,S,100.14,120
1714000034050000000,level,B,100.05,160
1714000034050000000,level,S,100.15,300
1714000034100000000,clear,,,
1714000034100000000,level,B,100.10,80
1714000034100000000,level,S,100.12,330
1714000034100000000,level,B,100.09,340
1714000034100000000,level,S,100.13,240
1714000034100000000,level,B,100.08,310
1714000034100000000,level,S,100.14,340
1714000034100000000,level,B,100.07,200
1714000034100000000,level,S,100.15,50
1714000034100000000,level,B,100.06,70
1714000034100000000,level,S,100.16,50
1714000034150000000,trade,S,100.10,90
1714000034200000000,clear,,,
1714000034200000000,level,B,100.11,310
1714000034200000000,level,S,100.13,270
1714000034200000000,level,B,100.10,240
1714000034200000000,level,S,100.14,350
1714000034200000000,level,B,100.09,290
1714000034200000000,level,S,100.15,210
1714000034200000000,level,B,100.08,400
1714000034200000000,level,S,100.16,40
1714000034200000000,level,B,100.07,70
1714000034200000000,level,S,100.17,300
1714000034250000000,clear,,,
1714000034250000000,level,B,100.12,90
1714000034250000000,level,S,100.14,30
1714000034250000000,level,B,100.11,360
1714000034250000000,level,S,100.15,90
1714000034250000000,level,B,100.10,50
1714000034250000000,level,S,100.16,300
1714000034250000000,level,B,100.09,400
1714000034250000000,level,S,100.17,30
1714000034250000000,level,B,100.08,200
1714000034250000000,level,S,100.18,50
1714000034300000000,trade,S,100.12,70
1714000034350000000,trade,B,100.15,30
1714000034400000000,trade,B,100.14,100
1714000034450000000,trade,B,100.15,70
1714000034500000000,trade,S,100.11,90
1714000034550000000,clear,,,
1714000034550000000,level,B,100.13,250
1714000034550000000,level,S,100.15,310
1714000034550000000,level,B,100.12,150
1714000034550000000,level,S,100.16,120
1714000034550000000,level,B,100.11,390
1714000034550000000,level,S,100.17,190
1714000034550000000,level,B,100.10,300
1714000034550000000,level,S,100.18,260
1714000034550000000,level,B,100.09,130
1714000034550000000,level,S,100.19,90
1714000034600000000,trade,S,100.12,60
1714000034650000000,trade,B,100.15,30
1714000034700000000,trade,S,100.13,60
1714000034750000000,trade,S,100.11,40
1714000034800000000,trade,B,100.15,10
1714000034850000000,trade,S,100.12,50
1714000034900000000,trade,S,100.13,70
1714000034950000000,clear,,,
1714000034950000000,level,B,100.12,10
1714000034950000000,level,S,100.14,270
1714000034950000000,level,B,100.11,370
1714000034950000000,level,S,100.15,160
1714000034950000000,level,B,100.10,40
1714000034950000000,level,S,100.16,110
1714000034950000000,level,B,100.09,100
1714000034950000000,level,S,100.17,200
1714000034950000000,level,B,100.08,170
1714000034950000000,level,S,100.18,330
1714000035000000000,trade,S,100.12,40
1714000035050000000,trade,S,100.11,30
1714000035100000000,trade,B,100.14,90
1714000035150000000,trade,B,100.14,80
1714000035200000000,trade,S,100.12,40
1714000035250000000,trade,S,100.11,60
1714000035300000000,trade,B,100.16,20
1714000035350000000,trade,B,100.15,70
1714000035400000000,trade,S,100.12,100
1714000035450000000,trade,S,100.12,60
1714000035500000000,trade,B,100.14,90
1714000035550000000,clear,,,
1714000035550000000,level,B,100.13,270
1714000035550000000,level,S,100.15,10
1714000035550000000,level,B,100.12,150
1714000035550000000,level,S,100.16,140
1714000035550000000,level,B,100.11,140
1714000035550000000,level,S,100.17,240
1714000035550000000,level,B,100.10,350
1714000035550000000,level,S,100.18,240
1714000035550000000,level,B,100.09,80
1714000035550000000,level,S,100.19,370
1714000035600000000,clear,,,
1714000035600000000,level,B,100.14,20
1714000035600000000,level,S,100.16,90
1714000035600000000,level,B,100.13,280
1714000035600000000,level,S,100.17,60
1714000035600000000,level,B,100.12,120
1714000035600000000,level,S,100.18,340
1714000035600000000,level,B,100.11,190
1714000035600000000,level,S,100.19,330
1714000035600000000,level,B,100.10,230
1714000035600000000,level,S,100.20,70
1714000035650000000,clear,,,
1714000035650000000,level,B,100.13,150
1714000035650000000,level,S,100.15,240
1714000035650000000,level,B,100.12,280
1714000035650000000,level,S,100.16,110
1714000035650000000,level,B,100.11,250
1714000035650000000,level,S,100.17,50
1714000035650000000,level,B,100.10,270
1714000035650000000,level,S,100.18,130
1714000035650000000,level,B,100.09,210
1714000035650000000,level,S,100.19,200
1714000035700000000,trade,B,100.15,10
1714000035750000000,trade,B,100.15,90
1714000035800000000,trade,B,100.16,90
1714000035850000000,trade,B,100.15,10
1714000035900000000,clear,,,
1714000035900000000,level,B,100.12,330
1714000035900000000,level,S,100.14,140
1714000035900000000,level,B,100.11,330
1714000035900000000,level,S,100.15,300
1714000035900000000,level,B,100.10,100
1714000035900000000,level,S,100.16,360
1714000035900000000,level,B,100.09,140
1714000035900000000,level,S,100.17,100
1714000035900000000,level,B,100.08,100
1714000035900000000,level,S,100.18,290
1714000035950000000,trade,S,100.11,100
1714000036000000000,clear,,,
1714000036000000000,level,B,100.13,140
1714000036000000000,level,S,100.15,330
1714000036000000000,level,B,100.12,300
1714000036000000000,level,S,100.16,40
1714000036000000000,level,B,100.11,60
1714000036000000000,level,S,100.17,10
1714000036000000000,level,B,100.10,220
1714000036000000000,level,S,100.18,110
1714000036000000000,level,B,100.09,160
1714000036000000000,level,S,100.19,350
1714000036050000000,clear,,,
1714000036050000000,level,B,100.12,150
1714000036050000000,level,S,100.14,390
1714000036050000000,level,B,100.11,120
1714000036050000000,level,S,100.15,130
1714000036050000000,level,B,100.10,380
1714000036050000000,level,S,100.16,80
1714000036050000000,level,B,100.09,300
1714000036050000000,level,S,100.17,390
1714000036050000000,level,B,100.08,140
1714000036050000000,level,S,100.18,180
1714000036100000000,trade,S,100.11,10
1714000036150000000,trade,B,100.14,90
1714000036200000000,trade,B,100.14,40
1714000036250000000,trade,S,100.12,40
1714000036300000000,clear,,,
1714000036300000000,level,B,100.13,230
1714000036300000000,level,S,100.15,400
1714000036300000000,level,B,100.12,280
1714000036300000000,level,S,100.16,200
1714000036300000000,level,B,100.11,200
1714000036300000000,level,S,100.17,110
1714000036300000000,level,B,100.10,140
1714000036300000000,level,S,100.18,290
1714000036300000000,level,B,100.09,60
1714000036300000000,level,S,100.19,100
1714000036350000000,clear,,,
1714000036350000000,level,B,100.14,80
1714000036350000000,level,S,100.16,330
1714000036350000000,level,B,100.13,190
1714000036350000000,level,S,100.17,120
1714000036350000000,level,B,100.12,270
1714000036350000000,level,S,100.18,310
1714000036350000000,level,B,100.11,290
1714000036350000000,level,S,100.19,380
1714000036350000000,level,B,100.10,320
1714000036350000000,level,S,100.20,310
1714000036400000000,trade,S,100.14,90
1714000036450000000,clear,,,
1714000036450000000,level,B,100.13,150
1714000036450000000,level,S,100.15,50
1714000036450000000,level,B,100.12,230
1714000036450000000,level,S,100.16,250
1714000036450000000,level,B,100.11,50
1714000036450000000,level,S,100.17,260
1714000036450000000,level,B,100.10,70
1714000036450000000,level,S,100.18,230
1714000036450000000,level,B,100.09,280
1714000036450000000,level,S,100.19,220
1714000036500000000,trade,S,100.13,100
1714000036550000000,trade,B,100.15,60
1714000036600000000,trade,S,100.13,30
1714000036650000000,trade,B,100.15,60
1714000036700000000,trade,S,100.13,40
1714000036750000000,trade,B,100.15,30
1714000036800000000,clear,,,
1714000036800000000,level,B,100.12,20
1714000036800000000,level,S,100.14,400
1714000036800000000,level,B,100.11,210
1714000036800000000,level,S,100.15,310
1714000036800000000,level,B,100.10,290
1714000036800000000,level,S,100.16,320
1714000036800000000,level,B,100.09,180
1714000036800000000,level,S,100.17,240
1714000036800000000,level,B,100.08,340
1714000036800000000,level,S,100.18,20
1714000036850000000,trade,S,100.12,60
1714000036900000000,clear,,,
1714000036900000000,level,B,100.13,20
1714000036900000000,level,S,100.15,240
1714000036900000000,level,B,100.12,250
1714000036900000000,level,S,100.16,50
1714000036900000000,level,B,100.11,240
1714000036900000000,level,S,100.17,350
1714000036900000000,level,B,100.10,10
1714000036900000000,level,S,100.18,180
1714000036900000000,level,B,100.09,220
1714000036900000000,level,S,100.19,190
1714000036950000000,trade,B,100.15,20
1714000037000000000,clear,,,
1714000037000000000,level,B,100.12,90
1714000037000000000,level,S,100.14,100
1714000037000000000,level,B,100.11,200
1714000037000000000,level,S,100.15,150
1714000037000000000,level,B,100.10,150
1714000037000000000,level,S,100.16,40
1714000037000000000,level,B,100.09,280
1714000037000000000,level,S,100.17,170
1714000037000000000,level,B,100.08,80
1714000037000000000,level,S,100.18,70
1714000037050000000,trade,B,100.14,40
1714000037100000000,clear,,,
1714000037100000000,level,B,100.13,250
1714000037100000000,level,S,100.15,280
1714000037100000000,level,B,100.12,60
1714000037100000000,level,S,100.16,120
1714000037100000000,level,B,100.11,390
1714000037100000000,level,S,100.17,90
1714000037100000000,level,B,100.10,200
1714000037100000000,level,S,100.18,30
1714000037100000000,level,B,100.09,60
1714000037100000000,level,S,100.19,40
1714000037150000000,clear,,,
1714000037150000000,level,B,100.12,20
1714000037150000000,level,S,100.14,210
1714000037150000000,level,B,100.11,110
1714000037150000000,level,S,100.15,80
1714000037150000000,level,B,100.10,300
1714000037150000000,level,S,100.16,110
1714000037150000000,level,B,100.09,70
1714000037150000000,level,S,100.17,120
1714000037150000000,level,B,100.08,130
1714000037150000000,level,S,100.18,390
1714000037200000000,trade,B,100.14,70
1714000037250000000,trade,S,100.12,10
1714000037300000000,trade,B,100.15,60
1714000037350000000,trade,B,100.14,10
1714000037400000000,trade,B,100.14,100
1714000037450000000,trade,S,100.12,10
1714000037500000000,trade,B,100.14,30
1714000037550000000,trade,B,100.14,90
1714000037600000000,trade,S,100.12,100
1714000037650000000,trade,S,100.12,100
1714000037700000000,trade,B,100.14,50
1714000037750000000,trade,B,100.14,10
1714000037800000000,trade,S,100.12,50
1714000037850000000,trade,S,100.11,80
1714000037900000000,trade,B,100.14,10
1714000037950000000,clear,,,
1714000037950000000,level,B,100.11,370
1714000037950000000,level,S,100.13,270
1714000037950000000,level,B,100.10,190
1714000037950000000,level,S,100.14,380
1714000037950000000,level,B,100.09,330
1714000037950000000,level,S,100.15,280
1714000037950000000,level,B,100.08,10
1714000037950000000,level,S,100.16,60
1714000037950000000,level,B,100.07,380
1714000037950000000,level,S,100.17,90
1714000038000000000,clear,,,
1714000038000000000,level,B,100.12,80
1714000038000000000,level,S,100.14,390
1714000038000000000,level,B,100.11,280
1714000038000000000,level,S,100.15,290
1714000038000000000,level,B,100.10,170
1714000038000000000,level,S,100.16,60
1714000038000000000,level,B,100.09,290
1714000038000000000,level,S,100.17,240
1714000038000000000,level,B,100.08,70
1714000038000000000,level,S,100.18,30
1714000038050000000,trade,S,100.11,50
1714000038100000000,trade,B,100.14,90
1714000038150000000,trade,S,100.12,70
1714000038200000000,trade,S,100.11,30
1714000038250000000,trade,S,100.11,90
1714000038300000000,trade,B,100.14,40
1714000038350000000,clear,,,
1714000038350000000,level,B,100.11,290
1714000038350000000,level,S,100.13,310
1714000038350000000,level,B,100.10,20
1714000038350000000,level,S,100.14,60
1714000038350000000,level,B,100.09,60
1714000038350000000,level,S,100.15,30
1714000038350000000,level,B,100.08,140
1714000038350000000,level,S,100.16,300
1714000038350000000,level,B,100.07,390
1714000038350000000,level,S,100.17,310
1714000038400000000,trade,B,100.13,100
1714000038450000000,clear,,,
1714000038450000000,level,B,100.10,80
1714000038450000000,level,S,100.12,120
1714000038450000000,level,B,100.09,330
1714000038450000000,level,S,100.13,170
1714000038450000000,level,B,100.08,220
1714000038450000000,level,S,100.14,110
1714000038450000000,level,B,100.07,110
1714000038450000000,level,S,100.15,150
1714000038450000000,level,B,100.06,310
1714000038450000000,level,S,100.16,150
1714000038500000000,clear,,,
1714000038500000000,level,B,100.09,150
1714000038500000000,level,S,100.11,110
1714000038500000000,level,B,100.08,400
1714000038500000000,level,S,100.12,200
1714000038500000000,level,B,100.07,50
1714000038500000000,level,S,100.13,250
1714000038500000000,level,B,100.06,350
1714000038500000000,level,S,100.14,400
1714000038500000000,level,B,100.05,290
1714000038500000000,level,S,100.15,140
1714000038550000000,clear,,,
1714000038550000000,level,B,100.10,210
1714000038550000000,level,S,100.12,40
1714000038550000000,level,B,100.09,250
1714000038550000000,level,S,100.13,150
1714000038550000000,level,B,100.08,300
1714000038550000000,level,S,100.14,310
1714000038550000000,level,B,100.07,340
1714000038550000000,level,S,100.15,130
1714000038550000000,level,B,100.06,170
1714000038550000000,level,S,100.16,110
1714000038600000000,trade,B,100.12,30
1714000038650000000,trade,S,100.10,100
1714000038700000000,trade,S,100.10,30
1714000038750000000,trade,B,100.12,30
1714000038800000000,trade,S,100.10,90
1714000038850000000,clear,,,
1714000038850000000,level,B,100.09,210
1714000038850000000,level,S,100.11,140
1714000038850000000,level,B,100.08,300
1714000038850000000,level,S,100.12,80
1714000038850000000,level,B,100.07,190
1714000038850000000,level,S,100.13,300
1714000038850000000,level,B,100.06,240
